,close,open,low,high,volume,evm,force_index,rsi,cci,macd-signal,atr,vwap,stx_7_3,Total Revenue,Cost of Revenue,Gross Profit,Normalized EBITDA,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization
0,0.0012595183235842855,0.012144912393050822,0.011159954198198596,0.0056780863602516884,0.16725452812202096,0.6215011206598878,0.5897899814885715,0.512348985587551,0.3967369026443676,0.49315160827040067,0.166647304708337,0.009785743920886714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
1,0.0,0.007401902313308395,0.006795527585228056,0.00039063047942367035,0.1771823505379273,0.6106405977344,0.5762970715804772,0.5053850057071858,0.3766708324429283,0.4930870068731609,0.145635113169008,0.003209491944875853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
2,0.00573874473538083,0.009107543424932696,0.01639642747234349,0.00568276966885739,0.150817104725589,0.6203068069473341,0.6027892646580294,0.5360272623483333,0.4763046107437236,0.4987889131703325,0.10624887161510789,0.0017821015109216187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
3,0.0064205593736740285,0.017495424864682363,0.020765626478986943,0.014825440296455938,0.1568296336647147,0.6268037245241611,0.601510617858047,0.5397805380164763,0.536346799109557,0.503060320956241,0.10046853585615646,0.0018248362660123751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
4,0.008030413370431089,0.010266432524044578,0.014008061193702126,0.00803116526117853,0.12151028190113032,0.6198367107320851,0.5972152477979703,0.5491624934189252,0.5011876326848113,0.507098552278463,0.09654532483162002,0.0006773305283325204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
5,0.010251061296654651,0.011294409137864503,0.013519903059019733,0.00887756693737185,0.15439874710608742,0.6202382389453199,0.6017738194153117,0.5626857410453174,0.529629681028442,0.51134779406806,0.0906243248233279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
6,0.009654500524518217,0.014598166462529538,0.022395760586767177,0.013509359520399888,0.1460302328748468,0.6314761821712768,0.6072149916407676,0.5580132074050378,0.5813857375201797,0.5127983965705053,0.07636246853104135,0.0010015000711007804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
7,0.024758894036470247,0.02388796055829967,0.030532403203606506,0.023968039959196497,0.27874165872259293,0.6376183670703477,0.6319558425107361,0.6500897416995101,0.7255452838404512,0.5274293625346504,0.06997100878159608,0.0053211818368484876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
8,0.03633102974205371,0.03784596793318695,0.04160233275467107,0.04032343209369793,0.35994144082799945,0.638368917674211,0.6490025926835815,0.7106633032729127,0.7925658094472805,0.5460903387733215,0.07695886772031683,0.009970664993546818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
9,0.03456013244706879,0.04623384927947827,0.04854471991745046,0.03956544565515474,0.1906713877161923,0.6341862015136891,0.6162297947202371,0.6948547284295307,0.7007723791501068,0.5533307013303975,0.06260000411987567,0.012559954506302096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
10,0.023442587971992834,0.042972160844397034,0.03872110826241337,0.034891787154108345,0.21208634073267058,0.6266561467770879,0.6100402428155284,0.5991864681283234,0.578119659644209,0.5438710341109394,0.06754626899627501,0.013817561024751845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
11,0.003082434920312349,0.029607609159774895,0.01608361874254871,0.02187076900313556,0.27752281084025604,0.6213585493422239,0.6027786857108507,0.4539262982234078,0.4090923094202098,0.5153439530047831,0.07496581438036291,0.014382015653024438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
12,0.0006439561443645214,0.0,0.0,0.0,0.2577761133051886,0.6132258874071195,0.6059671480370684,0.4383581438692731,0.2891073172750587,0.49376198160850154,0.0822252346627461,0.014123948611100223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
13,0.024233281907739435,0.010331817504672824,0.01868999661540116,0.02305195627977552,0.20394253030096687,0.6282945732175679,0.6137801593507826,0.5845720542079174,0.4739384161410961,0.5030824637052591,0.09097831653974357,0.015326288635760799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
14,0.025407546270468817,0.030369268725794818,0.03526177339785541,0.02862310715553662,0.18610921966498706,0.631510183387774,0.615059470771774,0.5910392989190199,0.5256011553688713,0.5093134633513944,0.09024117910032824,0.016899085676641112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9002499007403602,0.0,0.0,0.0,0.0
