,close,open,low,high,volume,evm,force_index,rsi,cci,macd-signal,atr,vwap,stx_7_3,Total Revenue,Cost of Revenue,Gross Profit,Normalized EBITDA,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization
134,0.24248077958176023,0.2551524442840345,0.24483166046543703,0.2398805259204732,0.02497211583178001,0.6302613336044081,0.9064720191716906,0.3869169331203999,0.45155494986075656,0.729957593624556,0.08038473675339888,0.24493809622440155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
135,0.23399073268078058,0.24008782919194438,0.23950090959165726,0.2303518386262901,0.019197918990347354,0.6156643489757568,0.9060888512788519,0.35402210363384845,0.37223257500689233,0.7250609918155615,0.07414999066114478,0.24235301867542935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
136,0.23823572710134616,0.24090160826669693,0.23653941366101838,0.22747813318083338,0.02653060452876701,0.6280826946542386,0.9082568095159609,0.38240811565899646,0.3858837725411295,0.729517258277058,0.052597732596907726,0.24060547093683615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
137,0.24152897878785967,0.22967885036244484,0.22943176499957652,0.23048419508362744,0.0591545142105283,0.6398532675367624,0.9088193094462288,0.4046957030840739,0.40089104798024144,0.73831220950803,0.04887736829434494,0.23950380927003923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
138,0.23566591140569343,0.24487595718246413,0.23753293458258762,0.22931202653831123,0.030418130191654034,0.6356591229568829,0.9069416040571597,0.3784754995730182,0.41712813173126845,0.7376229825590638,0.045105795573887525,0.23778172320299518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
139,0.24360389747523709,0.24763905183969126,0.244353996071782,0.24481498877286395,0.05360339071485555,0.631122207447452,0.9043690557439914,0.4339188744923759,0.5811744814361567,0.7484760210235322,0.05134046335954709,0.23616590058894993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
140,0.23151601578073006,0.24073128652461817,0.2291833703437195,0.23653416813255607,0.08451228226718138,0.6306975966812807,0.9038550226250144,0.37840451815166465,0.39737889976345003,0.7404076405500037,0.05855020583022355,0.2335825729649309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
141,0.23204902194099236,0.2303980254459369,0.2329091176491953,0.22798857691398772,0.04735128758691354,0.6315170847470821,0.9067044787028773,0.38227168053433347,0.3868247866126144,0.7368462817807397,0.06203966226901139,0.2319990420804604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142,0.2331721400248294,0.23494011375430557,0.2367113657733012,0.22813985799299524,0.029240756634541586,0.6375597970290232,0.9080316663115094,0.39091281042979564,0.4294975146038447,0.7369504728614997,0.05934565937595468,0.2311240147468515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143,0.24324220860491103,0.23969035400815697,0.24328403241557295,0.2354942983809914,0.041129431692294896,0.6449758179735794,0.9105915768256618,0.46578223318675127,0.602546504481232,0.7506266030156385,0.05695953358670405,0.23113827884441318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144,0.2435087406197864,0.24654140306863803,0.2427872429127932,0.23702568743310098,0.0314828328046369,0.64536233589222,0.9096470740199589,0.4677125895469094,0.6182322192286042,0.7594988526314721,0.0624501911643108,0.23106280101810173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
145,0.2517132588945656,0.24705236848412848,0.24662768317115824,0.2402775378179604,0.027472805846790203,0.653364902637956,0.9113964077990787,0.5263896512295758,0.691092005478577,0.7748405833001515,0.05677991251925921,0.2316116605004398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
146,0.23831188753583182,0.247979695323849,0.2383354363667396,0.23441663723873313,0.05041533232257162,0.6511827036203769,0.909735885480261,0.4460486570472453,0.5115864606605471,0.7657768749563272,0.07237961904358584,0.23168083361103242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
147,0.2288700398409515,0.24148829162225982,0.2305972382244943,0.23018169077825895,0.05533202009928654,0.6375828143646811,0.9060243491440355,0.39726012025188484,0.3833523063326471,0.746763850581341,0.0781525495160513,0.230440649595556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
148,0.1986979430623334,0.22010259457065928,0.19735180808111408,0.20879890334280887,0.17156835685685876,0.6315815611903743,0.8857298486472451,0.2789006646498884,0.00901408627610123,0.696032751490145,0.11025006793784956,0.22235707942553384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
149,0.18950357290151515,0.19756241704837552,0.1894990333450256,0.19157547958644533,0.09327188103763134,0.632228828760667,0.895971555477103,0.25102988460975906,0.1430799153765508,0.6547517804502365,0.12477220463477542,0.21764170396113325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
150,0.1679357343601407,0.18649103711249504,0.17113758386453587,0.17571323937057454,0.11489562814051353,0.6264566350729478,0.883304479952301,0.19535276246231073,0.21166894114248364,0.6059150944612381,0.14470810797587155,0.21042686755631101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
151,0.18727633353552647,0.17364069229210533,0.1738507139902472,0.1787382258950388,0.07939747511219834,0.6298728648604969,0.8952312537604495,0.3218136354977831,0.33536158303584357,0.6071221803271275,0.1491212348793747,0.20586908931168468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
