,hidden_layer_model,test_accuracy
0,"(50, 50, 10)",0.4609053497942387
1,"(50, 2)",0.5185185185185185
2,"(20, 20)",0.4444444444444444
3,"(10, 10)",0.48148148148148145
4,"(10, 10, 10)",0.5267489711934157
5,"(32, 16, 8)",0.4897119341563786
6,"(20, 30)",0.4897119341563786
7,"(10, 20, 30)",0.46502057613168724
